rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
4.0,"Overhyped, I'm giving lower rating to do justice :)",ibarix,"Oct 7, 2023",,overhyp im give lower rate justic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('i', 'nsubj', 'give')]","[('overhyp', 'intj', 'give'), ('i', 'nsubj', 'give'), ('m', 'aux', 'give'), ('give', 'ROOT', 'give'), ('lower', 'amod', 'rate'), ('rate', 'compound', 'justic'), ('justic', 'dobj', 'give')]",{}
10.0,An absolutely worthy successor,bhat-utsav,"May 31, 2023",,absolut worthi successor,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut', 'ROOT', 'absolut'), ('worthi', 'nsubj', 'successor')]","[('absolut', 'ROOT', 'absolut'), ('worthi', 'nsubj', 'successor'), ('successor', 'ccomp', 'absolut')]",{}
10.0,Best Movie I've Ever Seen,rshariff-66038,"May 31, 2023",,best movi ive ever seen,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best movi', 'ROOT', 'movi'), ('i', 'nsubj', 'seen')]","[('best', 'amod', 'movi'), ('movi', 'ROOT', 'movi'), ('i', 'nsubj', 'seen'), ('ve', 'aux', 'seen'), ('ever', 'advmod', 'seen'), ('seen', 'relcl', 'movi')]",{}
10.0,One of the greatest animated films I've ever seen,tomasmug,"Jun 2, 2023",,one greatest anim film ive ever seen,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one greatest anim film', 'ROOT', 'film'), ('i', 'nsubj', 'seen')]","[('one', 'nummod', 'film'), ('greatest', 'amod', 'film'), ('anim', 'compound', 'film'), ('film', 'ROOT', 'film'), ('i', 'nsubj', 'seen'), ('ve', 'aux', 'seen'), ('ever', 'advmod', 'seen'), ('seen', 'relcl', 'film')]",{'CARDINAL': 1}
8.0,Very entertaining,brandoconner-83700,"Jun 2, 2023",,entertain,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('entertain', 'ROOT', 'entertain')]","[('entertain', 'ROOT', 'entertain')]",{}
7.0,The best animated movie of the year,kingofruby,"May 31, 2023",,best anim movi year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best anim movi year', 'ROOT', 'year')]","[('best', 'amod', 'year'), ('anim', 'compound', 'movi'), ('movi', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
10.0,My new favorite Spider-Man movie,IsThatJoseph21,"Jun 4, 2023",,new favorit spiderman movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('new favorit spiderman movi', 'ROOT', 'movi')]","[('new', 'amod', 'favorit'), ('favorit', 'compound', 'spiderman'), ('spiderman', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'ORG': 1}
6.0,First one is better IMO,Abdulxoxo,"Aug 10, 2024",,first one better imo,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('first', 'amod', 'one'), ('one', 'ROOT', 'one'), ('better', 'amod', 'one'), ('imo', 'prep', 'one')]","{'ORDINAL': 1, 'CARDINAL': 1}"
2.0,Non-stop Chaos,sabrina-49438,"Jun 7, 2023",,nonstop chao,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nonstop chao', 'ROOT', 'chao')]","[('nonstop', 'compound', 'chao'), ('chao', 'ROOT', 'chao')]",{'PERSON': 1}
9.0,Y'all are being silly,Beachsloth_,"Jun 13, 2023",,yall silli,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('y', 'nsubj', 'silli'), ('all', 'appos', 'y')]","[('y', 'nsubj', 'silli'), ('all', 'appos', 'y'), ('silli', 'ROOT', 'silli')]",{}
10.0,Best Picture? Best Picture.,finnconnelly-63017,"Jun 5, 2023",,best pictur best pictur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best pictur best pictur', 'ROOT', 'pictur')]","[('best', 'advmod', 'pictur'), ('pictur', 'nmod', 'pictur'), ('best', 'amod', 'pictur'), ('pictur', 'ROOT', 'pictur')]",{}
10.0,It's literally perfect,notastrawhat,"Jun 3, 2023",,liter perfect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('liter', 'compound', 'perfect'), ('perfect', 'ROOT', 'perfect')]",{}
10.0,Overwhelmingly amazing,awsafzidane,"Jun 2, 2023",,overwhelmingli amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('overwhelmingli', 'ROOT', 'overwhelmingli')]","[('overwhelmingli', 'ROOT', 'overwhelmingli'), ('amaz', 'prep', 'overwhelmingli')]",{}
10.0,The greatest animated film of all time.,vsByle,"Jun 2, 2023",,greatest anim film time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest anim film time', 'ROOT', 'time')]","[('greatest', 'amod', 'time'), ('anim', 'compound', 'time'), ('film', 'compound', 'time'), ('time', 'ROOT', 'time')]",{}
10.0,This is something truly special,hoshouchian,"Jun 5, 2023",,someth truli special,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('someth truli special', 'ROOT', 'special')]","[('someth', 'amod', 'special'), ('truli', 'compound', 'special'), ('special', 'ROOT', 'special')]",{'PERSON': 1}
6.0,"""taking a crap on the establishment. i salute you"" hahaha",Alba90,"Jan 14, 2025",,take crap establish salut hahaha,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('crap', 'dobj', 'take'), ('salut hahaha', 'dobj', 'establish')]","[('take', 'ROOT', 'take'), ('crap', 'dobj', 'take'), ('establish', 'ccomp', 'take'), ('salut', 'amod', 'hahaha'), ('hahaha', 'dobj', 'establish')]",{}
10.0,Can we skip to 2024 now?,tarmdhammawatra,"Jun 5, 2023",,skip,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('skip', 'ROOT', 'skip')]",{}
7.0,Not as Good as the 1st Besides All the Hype,christian94,"Aug 16, 2024",,good st besid hype,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good st besid hype', 'ROOT', 'hype')]","[('good', 'amod', 'hype'), ('st', 'compound', 'hype'), ('besid', 'compound', 'hype'), ('hype', 'ROOT', 'hype')]",{'PERSON': 1}
5.0,Are you kidding me?,matdo5130,"Sep 2, 2024",,kid,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('kid', 'ROOT', 'kid')]","[('kid', 'ROOT', 'kid')]",{}
10.0,Wow! That is all I could think when this movie ended. It had big shoes to fill and my god did it deliver.,jelco_ajax,"May 31, 2023",,wow could think movi end big shoe fill god deliv,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'nsubj', 'end'), ('god', 'nsubj', 'deliv')]","[('wow', 'intj', 'think'), ('could', 'aux', 'think'), ('think', 'ROOT', 'think'), ('movi', 'nsubj', 'end'), ('end', 'ccomp', 'think'), ('big', 'amod', 'shoe'), ('shoe', 'compound', 'fill'), ('fill', 'ccomp', 'end'), ('god', 'nsubj', 'deliv'), ('deliv', 'ccomp', 'think')]",{}
10.0,ANIMATION AT ITS BEST,dburris-45933,"Jun 4, 2023",,anim best,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim', 'ROOT', 'anim')]","[('anim', 'ROOT', 'anim'), ('best', 'advmod', 'anim')]",{}
10.0,"My expectations were sky high, yet this movie still managed to surpass it.",mkanatlar,"Jun 3, 2023",,expect sky high yet movi still manag surpass,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('sky', 'nsubj', 'high'), ('movi', 'nsubj', 'manag')]","[('expect', 'ROOT', 'expect'), ('sky', 'nsubj', 'high'), ('high', 'ccomp', 'expect'), ('yet', 'cc', 'expect'), ('movi', 'nsubj', 'manag'), ('still', 'advmod', 'manag'), ('manag', 'compound', 'surpass'), ('surpass', 'dobj', 'expect')]",{}
10.0,Nominat this for best picture!,clydekaila-04310,"Aug 10, 2023",,nominat best pictur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nominat', 'ROOT', 'nominat'), ('best pictur', 'appos', 'nominat')]","[('nominat', 'ROOT', 'nominat'), ('best', 'amod', 'pictur'), ('pictur', 'appos', 'nominat')]",{}
10.0,Excelsior!,tokyojay-86837,"Jun 2, 2023",,excelsior,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('excelsior', 'ROOT', 'excelsior')]","[('excelsior', 'ROOT', 'excelsior')]",{}
10.0,Genuinely the greatest Marvel movies,samslapson,"Jun 12, 2023",,genuin greatest marvel movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('genuin greatest marvel movi', 'ROOT', 'movi')]","[('genuin', 'amod', 'movi'), ('greatest', 'amod', 'marvel'), ('marvel', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
6.0,"Very long, very boring, lacking what made the first great",georgia_lilley,"Mar 26, 2024",,long bore lack made first great,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('long bore lack', 'nsubj', 'made')]","[('long', 'advmod', 'bore'), ('bore', 'compound', 'lack'), ('lack', 'nsubj', 'made'), ('made', 'ROOT', 'made'), ('first', 'advmod', 'great'), ('great', 'ccomp', 'made')]",{'ORDINAL': 1}
10.0,Simply perfect,elvis100020,"Aug 9, 2023",,simpli perfect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('simpli perfect', 'ROOT', 'perfect')]","[('simpli', 'compound', 'perfect'), ('perfect', 'ROOT', 'perfect')]",{}
6.0,It's beautiful. Really nothing else,oliverpgrannis,"Jun 18, 2023",,beauti realli noth el,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('beauti realli noth el', 'ROOT', 'el')]","[('beauti', 'compound', 'realli'), ('realli', 'compound', 'el'), ('noth', 'compound', 'el'), ('el', 'ROOT', 'el')]",{'PERSON': 1}
3.0,Feel disconnected from the fan base after watching this.,kylebelcher,"Jun 8, 2023",,feel disconnect fan base watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('disconnect fan base watch', 'dobj', 'feel')]","[('feel', 'ROOT', 'feel'), ('disconnect', 'amod', 'watch'), ('fan', 'compound', 'base'), ('base', 'compound', 'watch'), ('watch', 'dobj', 'feel')]",{}
10.0,Web of Wonders,ahmad_mobeen,"May 31, 2023",,web wonder,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('web wonder', 'ROOT', 'wonder')]","[('web', 'compound', 'wonder'), ('wonder', 'ROOT', 'wonder')]",{}
10.0,Leaves you wanting so much more!,gargakshay-40475,"Jun 1, 2023",,leav want much,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('leav', 'nsubj', 'want')]","[('leav', 'nsubj', 'want'), ('want', 'ROOT', 'want'), ('much', 'advmod', 'want')]",{}
10.0,Animation Masterpiece!,hassannaima-55714,"Jul 2, 2023",,anim masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim masterpiec', 'ROOT', 'masterpiec')]","[('anim', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Awesome,justinprasad-01334,"Jun 28, 2023",,awesom,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('awesom', 'ROOT', 'awesom')]","[('awesom', 'ROOT', 'awesom')]",{}
10.0,Truly amazing!,utvolssam,"Jun 24, 2023",,truli amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('truli', 'ROOT', 'truli'), ('amaz', 'advmod', 'truli')]",{}
10.0,m a s t e r p i e c e,nicolepa05,"Jul 11, 2023",,e r p e c e,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('e r p e c e', 'ROOT', 'e')]","[('e', 'compound', 'e'), ('r', 'compound', 'e'), ('p', 'compound', 'e'), ('e', 'compound', 'c'), ('c', 'compound', 'e'), ('e', 'ROOT', 'e')]",{'ORG': 1}
6.0,Two angsty teens with daddy issues mope around for 2+ hours,RogerRoger77,"Jun 11, 2023",,two angsti teen daddi issu mope around hour,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('two angsti teen daddi', 'nsubj', 'mope'), ('issu', 'nsubj', 'mope')]","[('two', 'nummod', 'daddi'), ('angsti', 'compound', 'daddi'), ('teen', 'compound', 'daddi'), ('daddi', 'nsubj', 'mope'), ('issu', 'nsubj', 'mope'), ('mope', 'ROOT', 'mope'), ('around', 'prep', 'mope'), ('hour', 'npadvmod', 'mope')]","{'CARDINAL': 1, 'TIME': 1}"
10.0,Phenomenal,Nadia03,"Jun 20, 2023",,phenomen,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('phenomen', 'ROOT', 'phenomen')]","[('phenomen', 'ROOT', 'phenomen')]",{}
6.0,How 'Across the Spider-Verse' Left Me Hanging: An Honest Review,safa-cagdas,"Oct 4, 2023",,across spidervers left hang honest review,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spidervers', 'pobj', 'across'), ('honest review', 'dobj', 'hang')]","[('across', 'prep', 'left'), ('spidervers', 'pobj', 'across'), ('left', 'ROOT', 'left'), ('hang', 'xcomp', 'left'), ('honest', 'amod', 'review'), ('review', 'dobj', 'hang')]",{}
10.0,Masterpiece,gordongraham-45710,"Aug 18, 2023",,masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'ROOT', 'masterpiec')]","[('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Masterpiece At It's Greatest,calebchris-59015,"Aug 9, 2023",,masterpiec greatest,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'ROOT', 'masterpiec')]","[('masterpiec', 'ROOT', 'masterpiec'), ('greatest', 'amod', 'masterpiec')]",{}
10.0,Phenomenal,zkutzer,"Aug 23, 2023",,phenomen,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('phenomen', 'ROOT', 'phenomen')]","[('phenomen', 'ROOT', 'phenomen')]",{}
10.0,A Movie That Sets the Bar High,AmyVerse,"Jun 2, 2023",,movi set bar high,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'nsubj', 'set'), ('bar', 'dobj', 'set')]","[('movi', 'nsubj', 'set'), ('set', 'ROOT', 'set'), ('bar', 'dobj', 'set'), ('high', 'advmod', 'set')]",{}
10.0,Movie Art: will have the same impact as Matrix: never seen anything like it,vbelow,"Jun 2, 2023",,movi art impact matrix never seen anyth like,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi art impact matrix', 'nsubj', 'seen'), ('anyth', 'dobj', 'seen')]","[('movi', 'compound', 'matrix'), ('art', 'compound', 'impact'), ('impact', 'compound', 'matrix'), ('matrix', 'nsubj', 'seen'), ('never', 'neg', 'seen'), ('seen', 'ROOT', 'seen'), ('anyth', 'dobj', 'seen'), ('like', 'prep', 'seen')]",{}
10.0,One to watch in a crowded theater,afeey,"Jun 29, 2023",,one watch crowd theater,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one watch', 'nsubj', 'crowd'), ('theater', 'dobj', 'crowd')]","[('one', 'nummod', 'watch'), ('watch', 'nsubj', 'crowd'), ('crowd', 'ROOT', 'crowd'), ('theater', 'dobj', 'crowd')]",{'CARDINAL': 1}
6.0,Id give it 6.5,stedz-29848,"Dec 27, 2023",,id give,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('i', 'nsubj', 'give'), ('d', 'appos', 'i')]","[('i', 'nsubj', 'give'), ('d', 'appos', 'i'), ('give', 'ROOT', 'give')]",{}
10.0,Groundbreaking...once again,enreyes84,"Jun 2, 2023",,groundbreakingonc,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('groundbreakingonc', 'ROOT', 'groundbreakingonc')]","[('groundbreakingonc', 'ROOT', 'groundbreakingonc')]",{}
6.0,Spider-Man: Across the Spider-Verse,CinemaSerf,"Jun 4, 2023",,spiderman across spidervers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('spidervers', 'pobj', 'across')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('spidervers', 'pobj', 'across')]",{}
5.0,Middle of a Series,shiigi1,"Jun 7, 2023",,middl seri,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('middl seri', 'ROOT', 'seri')]","[('middl', 'compound', 'seri'), ('seri', 'ROOT', 'seri')]",{'NORP': 1}
10.0,IF THERE IS A TIME TO BE ALIVE IT IS 2023,noahdougherty,"Jun 28, 2023",,time aliv,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('time aliv', 'ROOT', 'aliv')]","[('time', 'compound', 'aliv'), ('aliv', 'ROOT', 'aliv')]",{}
10.0,Just awesome,lauralewis-48859,"Jun 23, 2023",,awesom,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('awesom', 'ROOT', 'awesom')]","[('awesom', 'ROOT', 'awesom')]",{}
10.0,Work of art,hasaans-24133,"Sep 8, 2023",,work art,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('work art', 'ROOT', 'art')]","[('work', 'compound', 'art'), ('art', 'ROOT', 'art')]",{}
10.0,HONESTLY SURPRISE,danizull,"Jul 4, 2023",,honestli surpris,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('honestli surpris', 'ROOT', 'surpris')]","[('honestli', 'compound', 'surpris'), ('surpris', 'ROOT', 'surpris')]",{'PERSON': 1}
10.0,Amazing in every way!,jojorvt,"Jul 4, 2023",,amaz everi way,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('amaz everi way', 'ROOT', 'way')]","[('amaz', 'advmod', 'way'), ('everi', 'amod', 'way'), ('way', 'ROOT', 'way')]",{'PERSON': 1}
10.0,The Spiderverse that won my heart,aarathiajit-02903,"Jul 1, 2023",,spidervers heart,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('heart', 'dobj', 'spidervers')]","[('spidervers', 'ROOT', 'spidervers'), ('heart', 'dobj', 'spidervers')]",{}
6.0,Didn't resonate,mbaker81,"Jun 18, 2023",,didnt reson,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('did', 'aux', 'reson'), ('nt', 'neg', 'reson'), ('reson', 'ROOT', 'reson')]",{}
10.0,Even our world can have a other multiverse. This is Very Power Movie from This year.,elektryczny,"Jul 26, 2023",,even world multivers power movi year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('even world multivers power movi year', 'ROOT', 'year')]","[('even', 'advmod', 'year'), ('world', 'compound', 'multivers'), ('multivers', 'compound', 'movi'), ('power', 'compound', 'movi'), ('movi', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
6.0,"It's OK, but I just didn't like it as much as the first one",Professor_Zoom,"Feb 10, 2024",,ok didnt like much first one,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('ok', 'amod', 'one'), ('did', 'aux', 'like'), ('nt', 'neg', 'like'), ('like', 'intj', 'one'), ('much', 'amod', 'one'), ('first', 'amod', 'one'), ('one', 'ROOT', 'one')]",{'ORDINAL': 1}
1.0,Spider-Man: Across the Awful-Verse,damovie6,"Nov 3, 2024",,spiderman across awfulvers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('awfulvers', 'pobj', 'across')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('awfulvers', 'pobj', 'across')]",{}
10.0,Calling All Spider-Man Fans,MichaelAntonioBollo,"Aug 20, 2023",,call spiderman fan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman fan', 'dobj', 'call')]","[('call', 'ROOT', 'call'), ('spiderman', 'compound', 'fan'), ('fan', 'dobj', 'call')]",{}
10.0,An Unforgettable Cinematic Masterpiece,jon-j-henry,"Jun 3, 2023",,unforgett cinemat masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('unforgett cinemat masterpiec', 'ROOT', 'masterpiec')]","[('unforgett', 'compound', 'masterpiec'), ('cinemat', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Amazing,TheSquareTiger,"Sep 10, 2023",,amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('amaz', 'ROOT', 'amaz')]",{}
10.0,An animation masterpiece,lepetitdj,"Jun 5, 2023",,anim masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim masterpiec', 'ROOT', 'masterpiec')]","[('anim', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Best Spider-Man adaption yet...,michvanbeek,"Aug 10, 2023",,best spiderman adapt yet,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman', 'nsubj', 'adapt')]","[('best', 'amod', 'spiderman'), ('spiderman', 'nsubj', 'adapt'), ('adapt', 'ROOT', 'adapt'), ('yet', 'advmod', 'adapt')]",{}
10.0,Great storytelling and animation,somekidzenvy,"Jun 6, 2023",,great storytel anim,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great storytel anim', 'ROOT', 'anim')]","[('great', 'amod', 'anim'), ('storytel', 'amod', 'anim'), ('anim', 'ROOT', 'anim')]",{}
6.0,Decent but visuals are too glitchy,wolfsong1611,"Aug 16, 2023",,decent visual glitchi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('decent visual glitchi', 'ROOT', 'glitchi')]","[('decent', 'amod', 'glitchi'), ('visual', 'amod', 'glitchi'), ('glitchi', 'ROOT', 'glitchi')]",{}
10.0,What a time to be alive,haloemile,"Jun 5, 2023",,time aliv,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('time aliv', 'ROOT', 'aliv')]","[('time', 'compound', 'aliv'), ('aliv', 'ROOT', 'aliv')]",{}
,Greatest Animated Film Of All Time,kaitonkin,"Aug 8, 2023",,greatest anim film time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest anim film time', 'ROOT', 'time')]","[('greatest', 'amod', 'time'), ('anim', 'compound', 'time'), ('film', 'compound', 'time'), ('time', 'ROOT', 'time')]",{}
7.0,ACROSS THE EXPOSITIONAL-VERSE,jayman-04681,"Sep 5, 2023",,across expositionalvers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('expositionalvers', 'pobj', 'across')]","[('across', 'ROOT', 'across'), ('expositionalvers', 'pobj', 'across')]",{}
5.0,Sadly disappointed,turleymjennifer,"Jun 20, 2023",,sadli disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('sadli', 'compound', 'disappoint'), ('disappoint', 'ROOT', 'disappoint')]",{}
10.0,This is how you up your Game,GhostReacher,"Aug 10, 2023",,game,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('game', 'ROOT', 'game')]","[('game', 'ROOT', 'game')]",{}
10.0,Adjusted rating from 9 to 10,tokoroos,"Jun 25, 2023",,adjust rate,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('rate', 'dobj', 'adjust')]","[('adjust', 'ROOT', 'adjust'), ('rate', 'dobj', 'adjust')]",{}
10.0,Just incredible,TheDanielBaxter,"Aug 9, 2023",,incred,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('incred', 'ROOT', 'incred')]",{}
10.0,It's so good I'm sad it ended.,konstiggrisman,"Aug 9, 2023",,good im sad end,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('i', 'nsubj', 'm'), ('sad end', 'attr', 'm')]","[('good', 'advmod', 'm'), ('i', 'nsubj', 'm'), ('m', 'ROOT', 'm'), ('sad', 'amod', 'end'), ('end', 'attr', 'm')]",{}
10.0,Greatest Movie of All Time,mfaiyez,"Aug 23, 2023",,greatest movi time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest movi time', 'ROOT', 'time')]","[('greatest', 'amod', 'time'), ('movi', 'compound', 'time'), ('time', 'ROOT', 'time')]",{}
10.0,Even better than the first!,manasbhati,"Jun 1, 2023",,even better first,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('even', 'advmod', 'better'), ('better', 'advmod', 'first'), ('first', 'ROOT', 'first')]",{'ORDINAL': 1}
6.0,Spider-man: Across the Simplistic-Verse,rashid-5735,"Jun 5, 2023",,spiderman across simplisticvers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('simplisticvers', 'pobj', 'across')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('simplisticvers', 'pobj', 'across')]",{}
